tus,t_to_tF,M,Merr
0,0,-0.98284656234143,0.0217828073537976
6,0.212999981913388,-0.0901407300625564,0.00616382796230776
10,0.354999969855647,0.820768389909512,0.0314526441092277
14,0.496999957797905,0.914802218286999,0.020569981737463
18,0.638999945740164,0.19395311404463,0.0208792492707903
22,0.780999933682423,-0.627172602125837,0.0364547281517147
26,0.922999921624681,-0.692688901675325,0.0309606785549203
30,1.06499990956694,-0.152547907963561,0.0266526145751553
34,1.2069998975092,0.546840386718422,0.0225463932770556
38,1.34899988545146,0.722711897045835,0.00949822759554351
42,1.49099987339372,0.195919283914873,0.001133563543398
46,1.63299986133597,-0.380947042514142,0.024732624212431
50,1.77499984927823,-0.541910905234672,0.0219185009415509
54,1.91699983722049,-0.178180516791766,0.00319888291506595
58,2.05899982516275,0.319720009908302,0.00746910688082404
62,2.20099981310501,0.540355887156148,0.034741451080605
66,2.34299980104727,0.218332757500643,0.0145426264091432
70,2.48499978898953,-0.289935007955826,0.0184939090286803
74,2.62699977693179,-0.400508297914282,0.00869578817061857
78,2.76899976487404,-0.206936919608752,0.0192493693667755
82,2.9109997528163,0.199545027540658,0.0118450276340684
86,3.05299974075856,0.411840119258813,0.0264717033353698
90,3.19499972870082,0.240521013179866,0.015489180127205
94,3.33699971664308,-0.122543417701305,0.0272716508260367
98,3.47899970458534,-0.371079037342364,0.023630824829811
102,3.6209996925276,-0.18554175074738,0.0372250856570951
106,3.76299968046985,0.129123928179805,0.0131737005004226
110,3.90499966841211,0.283219837952616,0.00508032449758154
114,4.04699965635437,0.163469280606275,0.0602667867946174
118,4.18899964429663,-0.0853779903786218,0.0245071780742115
122,4.33099963223889,-0.22620555423753,0.0255555984349319
126,4.47299962018115,-0.163365451072652,0.0197181917530933
130,4.61499960812341,0.0537804128127931,0.0239027263170127
134,4.75699959606567,0.205869252813644,0.0128305604183482
138,4.89899958400792,0.162857704623595,0.00755999389162326
142,5.04099957195018,-0.0555562678807187,0.0169320000561297
146,5.18299955989244,-0.179175060807666,0.0205724625133689
